trace_kind,symbol,timestamp,open,high,low,close,volume,policy_event,policy_mode,policy_reason,policy_position,policy_signed_contracts,policy_long_contracts,policy_short_contracts,policy_open_long_symbol,policy_open_short_symbol,target_long_contracts,target_short_contracts,raw_action,raw_pos,exec_pos,gate_status,p_enter_long,p_enter_short,p_exit_long,p_exit_short,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,p_pivot_long_source,p_pivot_short_source,p_tb_long_source,p_tb_short_source,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short
policy_1m,SPY,2026-03-09 13:49:00+00:00,664.65,664.785,663.54,663.62,6738.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:50:00+00:00,663.68,664.01,663.41,663.41,9664.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
meta_10m,SPY,2026-03-09 13:40:00+00:00,664.67,664.86,663.4,663.62,76053.0,,,,,,,,,,,,,,,policy_only,0.6618025302886963,0.3341899812221527,0.549720823764801,,0.6389793753623962,0.0074525936506688595,0.6878037452697754,0.17831726372241974,,,,,0.5,0.5,0.65,0.65
policy_1m,SPY,2026-03-09 13:51:00+00:00,663.46,663.86,663.21,663.465,3664.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:52:00+00:00,663.395,664.19,663.32,663.63,9749.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:53:00+00:00,663.565,663.61,662.76,662.81,5428.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:54:00+00:00,662.86,663.36,662.82,663.15,3628.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:55:00+00:00,662.91,664.06,662.74,663.95,3218.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:56:00+00:00,664.21,664.4,663.66,664.05,5466.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:57:00+00:00,664.17,664.57,663.745,664.45,8352.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:58:00+00:00,664.445,664.91,664.09,664.115,3438.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 13:59:00+00:00,664.36,664.61,663.88,663.97,7666.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:00:00+00:00,664.06,664.25,663.875,664.24,5149.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
meta_10m,SPY,2026-03-09 13:50:00+00:00,663.68,664.91,662.74,663.97,60273.0,,,,,,,,,,,,,,,policy_only,0.7698196768760681,0.17321030795574188,0.3904939293861389,,0.8701420426368713,0.09609368443489075,0.799183189868927,0.1413772851228714,,,,,0.5,0.5,0.65,0.65
policy_1m,SPY,2026-03-09 14:01:00+00:00,664.25,664.4,663.76,664.26,4720.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:02:00+00:00,664.4,664.675,664.2,664.675,3695.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:03:00+00:00,664.74,665.52,664.63,665.3,8115.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:04:00+00:00,665.37,665.835,665.27,665.82,10351.0,hold,independent_meta,,1.0,1.0,1.0,0.0,.SIM_SPY_260309_C_666,,1.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:05:00+00:00,665.88,665.94,663.75,663.87,12089.0,close_long,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:06:00+00:00,663.61,663.99,663.03,663.59,7474.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:07:00+00:00,663.53,663.62,663.22,663.62,3560.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:08:00+00:00,663.66,663.75,662.93,662.96,8983.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:09:00+00:00,662.93,663.54,662.93,663.43,20529.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:10:00+00:00,663.54,663.54,662.9,663.21,5738.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
meta_10m,SPY,2026-03-09 14:00:00+00:00,664.06,665.94,662.93,663.43,84665.0,,,,,,,,,,,,,,,policy_only,0.831244707107544,0.03800801560282707,0.52298504114151,,0.06115322560071945,0.16375531256198883,0.7547494173049927,0.07290900498628616,,,,,0.5,0.5,0.65,0.65
policy_1m,SPY,2026-03-09 14:11:00+00:00,663.0,663.02,662.42,662.59,6646.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:12:00+00:00,662.59,663.01,662.43,662.53,7223.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:13:00+00:00,662.58,662.88,662.48,662.6,7476.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 14:14:00+00:00,662.59,663.25,662.57,663.16,10008.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
