date,theme,ticker,leader_score,leader_rank,stock_return_5d,stock_vs_theme_5d,rvol,breakout_quality,stock_above_20d
2026-05-19,oil_exploration,EOG,0.7214285714285714,3.0,0.07522549743218243,0.003080131454052601,0.49577598862214517,0.0,1.0
2026-05-19,oil_integrated,XLE,0.7499999999999999,1.0,0.06496442067556663,-0.004353500212642622,0.6168920252133505,0.0,1.0
2026-05-19,oil_integrated,XOM,0.7166666666666667,2.0,0.08421973953242468,0.014901818644215428,0.5446214303745239,0.0,1.0
2026-05-19,oil_integrated,CVX,0.5333333333333333,3.0,0.05876960245663643,-0.01054831843157282,0.5652385047188068,0.0,1.0
2026-05-19,oil_services,HAL,0.9750000000000001,1.0,0.032613922912928306,0.00874814626281073,0.42155427054966776,0.0,1.0
2026-05-19,oil_services,SLB,0.6083333333333333,2.0,0.025341478484531388,0.0014757018344138118,0.3424110413800838,-0.001749821279936059,1.0
2026-05-19,oil_services,BKR,0.41666666666666663,3.0,0.013641928552893035,-0.010223848097224542,0.3863818686910028,-0.04763688379889974,0.0
2026-05-19,payments,V,0.9444444444444445,1.0,0.013448881656367151,0.02372550379185296,0.5804508483891986,-0.010046582682434857,1.0
2026-05-19,payments,FIS,0.725,2.0,0.0036038735187891024,0.013880495654274912,0.7544028649869695,-0.09772155564693608,0.0
2026-05-19,payments,MA,0.625,3.0,0.002030801011175365,0.012307423146661174,0.39619086642804546,-0.04646529933409005,0.0
2026-05-19,pharma,XLV,0.7681818181818182,1.0,0.010558746806220931,0.00879693863212388,0.9342323778892178,0.0,1.0
