theme,start,end,days,avg_rank,max_rank,total_return
oil_exploration,2025-08-25,2025-08-26,1,8.5,15.0,0.004298608945066507
mega_banks,2025-08-26,2025-10-01,25,5.538461538461538,17.0,0.04356334809416085
uranium,2025-08-26,2025-10-21,39,2.725,15.0,0.47230524332550217
oil_exploration,2025-08-28,2025-09-08,6,7.571428571428571,17.0,-0.03903449087100552
gold,2025-08-29,2025-10-09,28,2.7586206896551726,13.0,0.14832871781959955
consumer_internet,2025-09-08,2025-09-30,16,6.647058823529412,16.0,0.06793000055015974
workflow_software,2025-09-08,2025-09-15,5,8.0,16.0,0.007587256986382629
cloud,2025-09-10,2025-09-18,6,8.714285714285714,14.0,0.02131482821477415
dev_tools,2025-09-10,2025-09-12,2,14.0,25.0,-0.022451929118597835
ai_apps,2025-09-12,2025-09-30,12,6.0,14.0,0.0444535995322588
nuclear,2025-09-15,2025-10-21,26,5.703703703703703,30.0,0.23629362822778321
semis,2025-09-23,2025-11-10,34,4.0285714285714285,13.0,0.1324967641011383
insurance,2025-09-30,2025-10-02,2,10.0,14.0,0.00389907010849444
ai_infrastructure,2025-10-01,2025-11-07,27,4.678571428571429,20.0,0.08839730810855562
biotech,2025-10-01,2025-10-24,17,6.333333333333333,19.0,0.09545342203653973
aerospace,2025-10-03,2025-10-22,13,6.785714285714286,17.0,0.0075393191023347406
defense,2025-10-06,2025-10-17,9,8.3,13.0,-0.021555904208014565
data_centers,2025-10-09,2025-10-20,7,7.625,14.0,-0.020842534823846348
gold,2025-10-15,2025-10-21,4,6.6,19.0,-0.06009783607317132
medtech,2025-10-21,2025-10-31,8,5.333333333333333,15.0,0.0036537940130307867
robotics,2025-10-21,2025-11-11,15,5.8125,16.0,-0.006883722338607234
workflow_software,2025-10-21,2025-10-27,4,9.0,15.0,0.03158565887470033
consumer_staples,2025-10-22,2025-10-24,2,10.333333333333334,23.0,-0.007931448688004217
uranium,2025-10-22,2025-10-23,1,11.0,20.0,0.005677635502230105
cloud,2025-10-23,2025-11-13,15,5.25,18.0,0.004199270033206526
payments,2025-10-24,2025-10-29,3,10.75,20.0,-0.03261537278933857
data_centers,2025-10-29,2025-11-11,9,7.0,20.0,-0.022975138314837884
mega_banks,2025-10-30,2026-01-08,47,4.770833333333333,14.0,0.12914450760702478
dev_tools,2025-10-31,2025-11-17,11,5.666666666666667,15.0,-0.03601452263383842
pharma,2025-11-06,2025-12-02,17,3.4444444444444446,15.0,0.06284903414444143
cybersecurity,2025-11-07,2025-11-18,7,7.875,15.0,-0.02196561755088644
travel,2025-11-07,2025-11-26,13,8.357142857142858,14.0,0.02160884334482449
medtech,2025-11-10,2025-12-04,17,2.611111111111111,15.0,0.10218909949142896
insurance,2025-11-12,2025-11-28,11,5.166666666666667,15.0,0.014915126605415052
oil_exploration,2025-11-13,2025-11-25,8,5.444444444444445,13.0,-0.004220469010737582
regional_banks,2025-11-14,2025-11-17,1,9.0,13.0,-0.034416356920314306
gold,2025-11-17,2025-12-08,14,6.133333333333334,14.0,0.054188451885821776
biotech,2025-11-20,2025-12-05,10,7.090909090909091,21.0,0.06265605693812604
consumer_staples,2025-11-20,2025-12-03,8,6.555555555555555,13.0,0.03860234625670689
regional_banks,2025-11-25,2026-01-12,31,3.625,19.0,0.14252481107727455
asset_managers,2025-12-02,2025-12-31,20,6.0476190476190474,16.0,0.053752396091749866
oil_exploration,2025-12-04,2025-12-12,6,8.285714285714286,18.0,-0.013900777042208046
robotics,2025-12-04,2025-12-11,5,8.5,14.0,0.022367953525918027
workflow_software,2025-12-05,2025-12-15,6,5.285714285714286,13.0,-0.03084954130431994
semis,2025-12-08,2025-12-12,4,7.2,16.0,-0.03237882036833439
gold,2025-12-11,2026-03-05,56,1.9473684210526316,13.0,0.3293960221233083
insurance,2025-12-15,2025-12-19,4,8.0,14.0,-0.0018835834805129847
aerospace,2025-12-16,2025-12-17,1,10.5,16.0,-0.04091131330165654
consumer_staples,2025-12-17,2025-12-19,2,9.333333333333334,15.0,-0.0022964283888544657
consumer,2025-12-18,2025-12-29,6,10.285714285714286,20.0,-0.011316085560595712
restaurants,2025-12-18,2025-12-26,5,10.5,18.0,-0.006039192620009848
aerospace,2025-12-19,2026-02-04,30,3.774193548387097,13.0,0.21693597439963774
defense,2025-12-22,2026-01-29,25,5.730769230769231,13.0,0.09842407848290158
travel,2025-12-26,2026-01-02,4,7.0,14.0,-0.005049502128071537
workflow_software,2025-12-30,2026-01-02,2,9.333333333333334,22.0,-0.05147587373897489
uranium,2026-01-02,2026-02-04,22,3.1739130434782608,14.0,0.28513152594765057
pharma,2026-01-07,2026-01-09,2,9.666666666666666,15.0,0.004561208616694401
retail,2026-01-08,2026-01-27,12,7.076923076923077,14.0,0.005969413338074103
nuclear,2026-01-13,2026-02-02,13,8.214285714285714,23.0,-0.05488737404513011
consumer_staples,2026-01-20,2026-03-04,30,5.548387096774194,15.0,0.06052718929069356
semis,2026-01-23,2026-02-04,8,5.555555555555555,15.0,-0.030467262724795163
biotech,2026-01-27,2026-02-05,7,6.75,14.0,-0.04106774765801746
ai_infrastructure,2026-01-29,2026-02-03,3,9.25,14.0,-0.05742358576872508
oil_exploration,2026-01-30,2026-04-10,48,2.4489795918367347,19.0,0.30176898028788046
pharma,2026-02-02,2026-02-20,13,7.357142857142857,15.0,0.011445689812534132
regional_banks,2026-02-02,2026-02-13,9,4.8,15.0,0.009860318295459525
restaurants,2026-02-04,2026-02-13,7,8.75,14.0,-0.010640856830836598
data_centers,2026-02-09,2026-02-26,12,5.923076923076923,13.0,0.04186123533717723
semis,2026-02-10,2026-02-26,11,7.5,20.0,0.013788523213719373
insurance,2026-02-11,2026-03-06,16,6.294117647058823,17.0,0.017145615212086573
biotech,2026-02-17,2026-03-03,10,5.181818181818182,13.0,0.026071000950463663
ai_infrastructure,2026-02-19,2026-02-26,5,10.0,21.0,0.0067652666818058815
restaurants,2026-02-26,2026-03-02,2,10.333333333333334,15.0,-0.009521149780428617
payments,2026-02-27,2026-03-09,6,8.142857142857142,15.0,0.00038316381492653484
defense,2026-03-02,2026-03-05,3,7.25,15.0,0.00645354828005118
aerospace,2026-03-03,2026-03-10,5,9.0,14.0,-0.023093763498963082
vertical_software,2026-03-03,2026-03-23,14,5.333333333333333,16.0,-0.006670403741011688
biotech,2026-03-04,2026-03-05,1,10.0,16.0,-0.0011399203589769202
business_apps,2026-03-05,2026-03-19,10,6.363636363636363,17.0,-0.026494851491985383
fintech,2026-03-05,2026-03-09,2,9.333333333333334,14.0,-0.005101452717814148
defense,2026-03-06,2026-03-13,5,8.166666666666666,13.0,-0.031000253178538273
workflow_software,2026-03-06,2026-03-12,4,8.4,13.0,-0.058491922434489085
dev_tools,2026-03-09,2026-03-10,1,11.5,18.0,-0.02476597542366199
ai_infrastructure,2026-03-10,2026-03-30,14,3.6,13.0,-0.07490179838201105
cybersecurity,2026-03-10,2026-03-16,4,7.6,13.0,-0.02073276450839856
data_centers,2026-03-10,2026-05-19,49,4.52,13.0,0.21589437898113495
aerospace,2026-03-11,2026-03-16,3,7.0,14.0,-0.00979111592256976
biotech,2026-03-11,2026-03-13,2,9.333333333333334,15.0,-0.03668280763093923
ai_apps,2026-03-16,2026-03-19,3,9.0,19.0,-0.0008021651099759941
cybersecurity,2026-03-17,2026-03-27,8,6.444444444444445,13.0,-0.08328730326838762
cloud,2026-03-18,2026-04-02,11,9.416666666666666,15.0,-0.033060084586581495
semis,2026-03-19,2026-03-30,7,7.5,17.0,-0.0804231330482863
asset_managers,2026-03-20,2026-04-17,19,6.7,15.0,0.11380070090701122
mega_banks,2026-03-24,2026-04-22,20,4.619047619047619,18.0,0.11302760157208591
pharma,2026-03-30,2026-04-07,5,8.333333333333334,14.0,0.01443422531560401
retail,2026-03-30,2026-04-10,8,8.444444444444445,15.0,0.016385709513557556
ai_infrastructure,2026-03-31,2026-05-19,34,2.742857142857143,6.0,0.48584427091382154
semis,2026-03-31,2026-05-19,34,1.5142857142857142,6.0,0.6257157470019081
regional_banks,2026-04-02,2026-04-22,13,6.571428571428571,19.0,0.0790015898982086
insurance,2026-04-09,2026-04-14,3,10.25,16.0,-0.0007094847888019506
payments,2026-04-16,2026-04-23,5,7.666666666666667,16.0,-0.012893251679761297
uranium,2026-04-20,2026-04-24,4,7.8,14.0,-0.013435216001331463
travel,2026-04-21,2026-04-22,1,9.0,14.0,-0.026021209752385643
dev_tools,2026-04-22,2026-04-30,6,7.285714285714286,21.0,-0.027967362685763053
nuclear,2026-04-22,2026-04-29,5,6.666666666666667,19.0,-0.004771349624093646
cybersecurity,2026-04-29,2026-04-30,1,10.0,15.0,-0.022754060655208574
nuclear,2026-04-30,2026-05-01,1,10.0,15.0,0.05906555442881256
oil_exploration,2026-04-30,2026-05-06,4,11.4,25.0,-0.0708161916942075
dev_tools,2026-05-01,2026-05-19,12,4.153846153846154,9.0,0.25406296063290146
workflow_software,2026-05-01,2026-05-12,7,7.0,16.0,0.0006071952825394966
cloud,2026-05-05,2026-05-19,10,6.090909090909091,8.0,0.07427452182994942
robotics,2026-05-06,2026-05-08,2,10.0,13.0,0.00906162289601542
cybersecurity,2026-05-07,2026-05-19,8,2.0,4.0,0.19139673368976284
oil_exploration,2026-05-18,2026-05-19,1,4.5,5.0,0.02627678216343421
