steps,progress_pct,rollout_avg_reward,rollout_avg_abs_reward,loss_total,loss_pi,loss_v,entropy,approx_kl,clipfrac,sps
1634304.0,65.37216,0.002863509813323617,0.003033683868125081,0.0027939142533189927,0.004299976179997126,0.00016919834073026626,0.5302203329900901,0.013809805473041099,0.149755859375,2432.0416187356377
1646592.0,65.86368,0.003331162268295884,0.003523496212437749,0.0008393709421701108,0.0023068690032232555,0.00021089822106053666,0.5243157816429933,0.011445974263673027,0.13948567708333334,2432.09006667487
1658880.0,66.3552,0.0033714259043335915,0.003923029638826847,-0.00012776268364783999,0.0012648828288850686,0.00035635458746886194,0.5236075683186452,0.014307033764392447,0.15515950520833333,2431.984576387594
1671168.0,66.84672,0.003119905712082982,0.00332679133862257,-0.0020597511732679172,-0.000692461149689431,0.00033784390719423146,0.5120706882327795,0.01261646197429703,0.136572265625,2431.967582178548
1683456.0,67.33824,0.003037302056327462,0.003173975506797433,0.0012373622458350534,0.002665320911910385,0.0003142630124784773,0.5283633428315322,0.012596419216909757,0.14534505208333334,2431.954953690185
1695744.0,67.82976,0.003084982978180051,0.003230118425562978,0.0015148156814878651,0.002999499422730878,0.00019625408834447928,0.527603571737806,0.013701966409765494,0.15626627604166668,2431.982290633006
1708032.0,68.32128,0.0035960127133876085,0.003772001015022397,0.0006872572620826152,0.0020714693586342038,0.00024382008490041093,0.5020407458146413,0.014754442451521754,0.15322265625,2432.0013162592923
1720320.0,68.8128,0.0033833489287644625,0.0034960948396474123,0.001418862036371138,0.0027401457152639824,0.00041553672945155996,0.5096839896092812,0.012795034925026509,0.14069010416666666,2432.1695719020177
1732608.0,69.30432,0.0022815708070993423,0.0025103639345616102,8.329296397278086e-05,0.0016774134167159597,0.0002328370303985139,0.5701796591281891,0.012342680847117057,0.13671875,2432.239414090648
1744896.0,69.79584,0.0023703158367425203,0.0027410455513745546,-0.00020968870376236737,0.0014903067572352787,0.0001234340748245207,0.587237506856521,0.01291646115326633,0.148193359375,2432.3145591051593
1757184.0,70.28736,0.002510160207748413,0.002863174071535468,0.0005399069918591219,0.002084238532309731,0.00018942109718409484,0.546347347398599,0.013275213593927523,0.147412109375,2432.260147970103
1769472.0,70.77888,0.0028655780479311943,0.0032599512487649918,-0.0011073489527916535,0.00032143386585327486,0.00017910186130999742,0.5061111935724815,0.012920675647910685,0.14150390625,2432.4365521385803
1781760.0,71.2704,0.0027012887876480818,0.0030830465257167816,-0.00034432456062252943,0.0011359703067379693,0.00019222853979954379,0.5254697707792123,0.010433956065874857,0.12698567708333333,2432.3572187556433
1794048.0,71.76192,0.003051992505788803,0.0033444343134760857,0.002026486192335142,0.0030322755745146425,0.0009168343827695935,0.4880688238888979,0.014114361650232847,0.14054361979166666,2432.4394763813525
1806336.0,72.25344,0.003209017449989915,0.0036352158058434725,0.001881831952293093,0.0032028915263557184,0.00023154030429092625,0.47894320214788116,0.014804627214713643,0.15634765625,2432.4176031073366
1818624.0,72.74496,0.0030453242361545563,0.0033236213494092226,0.001972995422935734,0.003292747001008441,0.00021937648392243622,0.47647992583612603,0.01747569014454105,0.16678059895833333,2432.355831774519
1830912.0,73.23648,0.0033225510269403458,0.003537821816280484,0.0007586859765676006,0.0020885710294047993,0.0002117056459004137,0.478579285989205,0.012310179731381746,0.13798828125,2432.3869905124466
